pass_product_name,pass_product_season,resort_name,resort_group_name,access_tier,access_days,unlimited_access,reservation_required,blackout_dates_apply,notes,source_url
Epic Pass,2026-2027,Wildcat Mountain,,full_pass,,true,false,false,Full Epic Pass access modeled as unlimited and unrestricted at this Vail Resorts owned/operated destination for the 2026-2027 season; source page lists the resort among Epic Pass resort destinations. No full Epic Pass restricted peak dates modeled.,https://www.epicpass.com/pass-results/lift-ticket-promotion.aspx
Epic Pass,2026-2027,Wilmot Mountain,,full_pass,,true,false,false,Full Epic Pass access modeled as unlimited and unrestricted at this Vail Resorts owned/operated destination for the 2026-2027 season; source page lists the resort among Epic Pass resort destinations. No full Epic Pass restricted peak dates modeled.,https://www.epicpass.com/pass-results/lift-ticket-promotion.aspx
Ikon Pass,2026-2027,,Alta - Snowbird,full_pass,7,false,false,false,Official Ikon FAQ: full Ikon Pass holders get 7 days combined between Alta Ski Area and Snowbird with no blackouts.,https://www.ikonpass.com/en/faq
Ikon Pass,2026-2027,,Aspen Snowmass,full_pass,7,false,false,false,"Access is 7 shared days across Aspen Mountain, Snowmass, Aspen Highlands, and Buttermilk under the Aspen Snowmass marketed destination; 2026-2027 reservation status should be rechecked before production use.",https://www.ikonpass.com/en/destinations/aspen-snowmass/
Ikon Pass,2026-2027,,Big Bear Mountain Resort,full_pass,,true,false,false,Full Ikon Pass access modeled as unlimited with no blackout dates for the 2026-2027 season. Access is targeted to the marketed/shared-access destination because days apply across member mountains/base areas rather than separately per physical resort.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,,Chamonix Mont-Blanc Valley,full_pass,7,false,false,false,Full Ikon Pass access modeled as 7 days with no blackout dates for the 2026-2027 season. Access is targeted to the marketed/shared-access destination because days apply across member mountains/base areas rather than separately per physical resort.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,,"Coronet Peak, The Remarkables, Mt Hutt",full_pass,7,false,false,false,Full Ikon Pass access modeled as 7 days with no blackout dates for the 2026-2027 season. Access is targeted to the marketed/shared-access destination because days apply across member mountains/base areas rather than separately per physical resort.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,,Dolomiti Superski,full_pass,7,false,false,false,Full Ikon Pass access modeled as 7 days with no blackout dates for the 2026-2027 season. Access is targeted to the marketed/shared-access destination because days apply across member mountains/base areas rather than separately per physical resort. Ikon FAQ notes Dolomiti Superski access applies November 15-April 15 and Italy requires liability insurance.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,,Grandvalira Resorts Andorra,full_pass,7,false,false,false,Full Ikon Pass access modeled as 7 days with no blackout dates for the 2026-2027 season. Access is targeted to the marketed/shared-access destination because days apply across member mountains/base areas rather than separately per physical resort.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,,Killington - Pico,full_pass,7,false,false,false,Full Ikon Pass access modeled as 7 days with no blackout dates for the 2026-2027 season. Access is targeted to the marketed/shared-access destination because days apply across member mountains/base areas rather than separately per physical resort.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,,Niseko United,full_pass,7,false,false,false,Full Ikon Pass access modeled as 7 days with no blackout dates for the 2026-2027 season. Access is targeted to the marketed/shared-access destination because days apply across member mountains/base areas rather than separately per physical resort.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,,Palisades Tahoe,full_pass,,true,false,false,Palisades Tahoe official site says 2026-2027 Ikon Pass includes unlimited access shared across Palisades Tahoe/Olympic Valley and Alpine Meadows.,https://www.palisadestahoe.com/plan-your-visit/lift-tickets-season-pass/ikon-pass
Ikon Pass,2026-2027,,Shiga Kogen Mountain Resort,full_pass,7,false,false,false,Full Ikon Pass access modeled as 7 days with no blackout dates for the 2026-2027 season. Access is targeted to the marketed/shared-access destination because days apply across member mountains/base areas rather than separately per physical resort.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,,SkiBig3,full_pass,7,false,false,false,Full Ikon Pass access modeled as 7 days with no blackout dates for the 2026-2027 season. Access is targeted to the marketed/shared-access destination because days apply across member mountains/base areas rather than separately per physical resort.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,,St. Moritz,full_pass,7,false,false,false,Full Ikon Pass access modeled as 7 days with no blackout dates for the 2026-2027 season. Access is targeted to the marketed/shared-access destination because days apply across member mountains/base areas rather than separately per physical resort.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,,Sun Valley,full_pass,7,false,false,false,Full Ikon Pass access modeled as 7 days with no blackout dates for the 2026-2027 season. Access is targeted to the marketed/shared-access destination because days apply across member mountains/base areas rather than separately per physical resort.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,,The Summit at Snoqualmie,full_pass,7,false,false,false,Full Ikon Pass access modeled as 7 days with no blackout dates for the 2026-2027 season. Access is targeted to the marketed/shared-access destination because days apply across member mountains/base areas rather than separately per physical resort.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,,Valle d’Aosta,full_pass,7,false,false,false,Full Ikon Pass access modeled as 7 days with no blackout dates for the 2026-2027 season. Access is targeted to the marketed/shared-access destination because days apply across member mountains/base areas rather than separately per physical resort. Ikon FAQ notes cross-border Zermatt/Cervinia use may deduct one day from both separate destinations if crossing on the same ski day.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,APPI Resort,,full_pass,7,false,false,false,Full Ikon Pass access modeled as 7 days with no blackout dates for the 2026-2027 season.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,Alyeska Resort,,full_pass,7,false,false,false,Full Ikon Pass access modeled as 7 days with no blackout dates for the 2026-2027 season.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,Arai Mountain Resort,,full_pass,7,false,false,false,Full Ikon Pass access modeled as 7 days with no blackout dates for the 2026-2027 season.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,Arapahoe Basin,,full_pass,,true,false,false,Full Ikon Pass access modeled as unlimited with no blackout dates for the 2026-2027 season.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,Big Sky Resort,,full_pass,7,false,false,false,Big Sky official Ikon page currently documents Ikon Pass as 7 days with no blackouts for winter 2025-2026; 2026-2027 access should be rechecked when Big Sky publishes final 2026-2027 Ikon terms.,https://www.bigskyresort.com/ikon-pass
Ikon Pass,2026-2027,Blue Mountain,,full_pass,,true,false,false,Full Ikon Pass access modeled as unlimited with no blackout dates for the 2026-2027 season.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,Blue Mountain Resort,,full_pass,7,false,false,false,Full Ikon Pass access modeled as 7 days with no blackout dates for the 2026-2027 season.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,Boyne Mountain,,full_pass,7,false,false,false,Full Ikon Pass access modeled as 7 days with no blackout dates for the 2026-2027 season.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,Brighton,,full_pass,7,false,false,false,Full Ikon Pass access modeled as 7 days with no blackout dates for the 2026-2027 season.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,Camelback Resort,,full_pass,7,false,false,false,Full Ikon Pass access modeled as 7 days with no blackout dates for the 2026-2027 season.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,Copper Mountain,,full_pass,,true,false,false,Full Ikon Pass access modeled as unlimited with no blackout dates for the 2026-2027 season.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,Crystal Mountain Resort,,full_pass,,true,false,false,Full Ikon Pass access modeled as unlimited with no blackout dates for the 2026-2027 season.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,Cypress Mountain,,full_pass,7,false,false,false,Full Ikon Pass access modeled as 7 days with no blackout dates for the 2026-2027 season.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,Deer Valley Resort,,full_pass,7,false,true,false,"Deer Valley official season pass page says Ikon Pass gets 7 days at Deer Valley, no blackout dates, and reservations are required.",https://www.deervalley.com/plan-your-trip/tickets-and-passes/unlimited-pass
Ikon Pass,2026-2027,Eldora Mountain Resort,,full_pass,,true,false,false,Full Ikon Pass access modeled as unlimited with no blackout dates for the 2026-2027 season.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,Furano Ski Resort,,full_pass,7,false,false,false,Full Ikon Pass access modeled as 7 days with no blackout dates for the 2026-2027 season.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,Granite Peak Resort,,full_pass,7,false,false,false,Full Ikon Pass access modeled as 7 days with no blackout dates for the 2026-2027 season.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,Ischgl,,full_pass,7,false,false,false,Full Ikon Pass access modeled as 7 days with no blackout dates for the 2026-2027 season.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,Jackson Hole Mountain Resort,,full_pass,7,false,true,false,Jackson Hole official Ikon page says Jackson Hole is included only on full Ikon Pass and requires reservations; 7-day access should be rechecked against final 2026-2027 Ikon access details.,https://www.jacksonhole.com/ikon-pass
Ikon Pass,2026-2027,June Mountain,,full_pass,,true,false,false,Full Ikon Pass access modeled as unlimited with no blackout dates for the 2026-2027 season.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,Kitzbühel,,full_pass,7,false,false,false,Full Ikon Pass access modeled as 7 days with no blackout dates for the 2026-2027 season.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,Le Massif de Charlevoix,,full_pass,7,false,false,false,Full Ikon Pass access modeled as 7 days with no blackout dates for the 2026-2027 season.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,Loon Mountain,,full_pass,7,false,false,false,Full Ikon Pass access modeled as 7 days with no blackout dates for the 2026-2027 season.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,Lutsen Mountains,,full_pass,7,false,false,false,Full Ikon Pass access modeled as 7 days with no blackout dates for the 2026-2027 season.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,Mammoth Mountain,,full_pass,,true,false,false,Full Ikon Pass access modeled as unlimited at Mammoth Mountain; Ikon Base/Session blackout and day limits are not represented in this row.,https://www.mammothmountain.com/plan-your-trip/season-passes/ikon-pass
Ikon Pass,2026-2027,Megève Ski Area,,full_pass,7,false,false,false,Full Ikon Pass access modeled as 7 days with no blackout dates for the 2026-2027 season.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,Mona Yongpyong,,full_pass,7,false,false,false,Full Ikon Pass access modeled as 7 days with no blackout dates for the 2026-2027 season.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,Mt Buller,,full_pass,7,false,false,false,Full Ikon Pass access modeled as 7 days with no blackout dates for the 2026-2027 season.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,Mt. Bachelor,,full_pass,7,false,false,false,Full Ikon Pass access modeled as 7 days with no blackout dates for the 2026-2027 season.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,Mt.T,,full_pass,7,false,false,false,Full Ikon Pass access modeled as 7 days with no blackout dates for the 2026-2027 season.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,Myoko Suginohara Ski Resort,,full_pass,7,false,false,false,Full Ikon Pass access modeled as 7 days with no blackout dates for the 2026-2027 season.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,Nekoma Mountain,,full_pass,7,false,false,false,Full Ikon Pass access modeled as 7 days with no blackout dates for the 2026-2027 season.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,Panorama,,full_pass,7,false,false,false,Full Ikon Pass access modeled as 7 days with no blackout dates for the 2026-2027 season.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,RED Mountain,,full_pass,7,false,false,false,Full Ikon Pass access modeled as 7 days with no blackout dates for the 2026-2027 season.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,Revelstoke Mountain Resort,,full_pass,7,false,false,false,Full Ikon Pass access modeled as 7 days with no blackout dates for the 2026-2027 season.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,Schweitzer,,full_pass,,true,false,false,Full Ikon Pass access modeled as unlimited with no blackout dates for the 2026-2027 season.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,Sierra-at-Tahoe,,full_pass,7,false,false,false,Full Ikon Pass access modeled as 7 days with no blackout dates for the 2026-2027 season.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,SilverStar Mountain,,full_pass,7,false,false,false,Full Ikon Pass access modeled as 7 days with no blackout dates for the 2026-2027 season.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,Snow Valley,,full_pass,,true,false,false,Full Ikon Pass access modeled as unlimited with no blackout dates for the 2026-2027 season.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,Snowbasin,,full_pass,7,false,false,false,Full Ikon Pass access modeled as 7 days with no blackout dates for the 2026-2027 season.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,Snowriver Mountain Resort,,full_pass,7,false,false,false,Full Ikon Pass access modeled as 7 days with no blackout dates for the 2026-2027 season.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,Snowshoe Mountain,,full_pass,,true,false,false,Full Ikon Pass access modeled as unlimited with no blackout dates for the 2026-2027 season.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,Solitude Mountain Resort,,full_pass,,true,false,false,Full Ikon Pass access modeled as unlimited with no blackout dates for the 2026-2027 season.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,Steamboat,,full_pass,,true,false,false,Steamboat official Ikon page says 2026-2027 Ikon Pass gets unlimited access at Steamboat; Ikon Base Pass gets up to 5 days.,https://www.steamboat.com/plan-your-trip/lift-tickets-ski-pass/ikon-pass
Ikon Pass,2026-2027,Stratton,,full_pass,,true,false,false,Full Ikon Pass access modeled as unlimited with no blackout dates for the 2026-2027 season.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,Sugarbush Resort,,full_pass,,true,false,false,Full Ikon Pass access modeled as unlimited with no blackout dates for the 2026-2027 season.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,Sugarloaf,,full_pass,7,false,false,false,Full Ikon Pass access modeled as 7 days with no blackout dates for the 2026-2027 season.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,Sun Peaks Resort,,full_pass,7,false,false,false,Full Ikon Pass access modeled as 7 days with no blackout dates for the 2026-2027 season.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,Sunday River,,full_pass,7,false,false,false,Full Ikon Pass access modeled as 7 days with no blackout dates for the 2026-2027 season.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,Taos Ski Valley,,full_pass,7,false,false,false,Full Ikon Pass access modeled as 7 days with no blackout dates for the 2026-2027 season.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,The Highlands,,full_pass,7,false,false,false,Full Ikon Pass access modeled as 7 days with no blackout dates for the 2026-2027 season.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,Thredbo,,full_pass,7,false,false,false,Full Ikon Pass access modeled as 7 days with no blackout dates for the 2026-2027 season.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,Tremblant,,full_pass,,true,false,false,Full Ikon Pass access modeled as unlimited with no blackout dates for the 2026-2027 season.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,Valle Nevado,,full_pass,7,false,false,false,Full Ikon Pass access modeled as 7 days with no blackout dates for the 2026-2027 season.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,Winter Park Resort,,full_pass,,true,false,false,Full Ikon Pass access modeled as unlimited with no blackout dates for the 2026-2027 season.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,Yunding Snow Park,,full_pass,7,false,false,false,Full Ikon Pass access modeled as 7 days with no blackout dates for the 2026-2027 season.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,Zao Onsen Ski Resort,,full_pass,7,false,false,false,Full Ikon Pass access modeled as 7 days with no blackout dates for the 2026-2027 season.,https://www.ikonpass.com/en/destinations
Ikon Pass,2026-2027,Zermatt Matterhorn,,full_pass,7,false,false,false,Full Ikon Pass access modeled as 7 days with no blackout dates for the 2026-2027 season. Ikon FAQ notes cross-border Zermatt/Cervinia use may deduct one day from both separate destinations if crossing on the same ski day.,https://www.ikonpass.com/en/destinations
