resort_name,source_name,source_type,snow_report_url,queried_url,queried_at,data_found,notes
Stoneham Mountain Resort,Stoneham Mountain Resort official snow/mountain report,official_resort,https://ski-stoneham.com/en/snow-report/,https://ski-stoneham.com/en/snow-report/,2026-05-26T05:40:00Z,false,Official resort snow/mountain report page recorded/query attempted. No crawlable numeric base-depth value captured in this pass.
Stratton,Stratton official snow/mountain report,official_resort,https://www.stratton.com/the-mountain/mountain-report,https://www.stratton.com/the-mountain/mountain-report,2026-05-26T05:40:00Z,false,Official resort snow/mountain report page recorded/query attempted. No crawlable numeric base-depth value captured in this pass.
Sugarbush Resort,Sugarbush Resort official snow/mountain report,official_resort,https://www.sugarbush.com/mountain/conditions,https://www.sugarbush.com/mountain/conditions,2026-05-26T05:40:00Z,false,Official resort snow/mountain report page recorded/query attempted. No crawlable numeric base-depth value captured in this pass.
Taos Ski Valley,Taos Ski Valley official snow/mountain report,official_resort,https://taosskivalley.com/weather-snow-report,https://taosskivalley.com/weather-snow-report,2026-05-26T05:40:00Z,true,Official Taos weather/snow report search result exposed Snow Depth: 1 inches and notes base/mid/summit weather breakdown. Recorded as usable official observation.
Telluride,Telluride official snow/mountain report,official_resort,https://tellurideskiresort.com/snow-report-pdf/,https://tellurideskiresort.com/snow-report-pdf/,2026-05-26T05:40:00Z,false,Official Telluride daily mountain update PDF endpoint queried; search result showed report generated at 1:22 am and SNOW Base Depth label but not the numeric value in captured text.
The Highlands,The Highlands official snow/mountain report,official_resort,https://www.highlandsharborsprings.com/mountain-report,https://www.highlandsharborsprings.com/mountain-report,2026-05-26T05:40:00Z,false,Official resort snow/mountain report page recorded/query attempted. No crawlable numeric base-depth value captured in this pass.
Le Massif de Charlevoix,Le Massif de Charlevoix official snow/mountain report,official_resort,https://www.lemassif.com/en/mountain-report,https://www.lemassif.com/en/mountain-report,2026-05-26T05:40:00Z,false,Official resort snow/mountain report page recorded/query attempted. No crawlable numeric base-depth value captured in this pass.
Mont-Sainte-Anne,Mont-Sainte-Anne official snow/mountain report,official_resort,https://mont-sainte-anne.com/en/snow-report/,https://mont-sainte-anne.com/en/snow-report/,2026-05-26T05:40:00Z,false,Official resort snow/mountain report page recorded/query attempted. No crawlable numeric base-depth value captured in this pass.
Granite Peak Resort,Granite Peak Resort official snow/mountain report,official_resort,https://www.skigranitepeak.com/mountain-report/,https://www.skigranitepeak.com/mountain-report/,2026-05-26T05:40:00Z,false,Official resort snow/mountain report page recorded/query attempted. No crawlable numeric base-depth value captured in this pass.
Lutsen Mountains,Lutsen Mountains official snow/mountain report,official_resort,https://www.lutsen.com/mountain-info/daily-snow-report,https://www.lutsen.com/mountain-info/daily-snow-report,2026-05-26T05:40:00Z,false,Official resort snow/mountain report page recorded/query attempted. No crawlable numeric base-depth value captured in this pass.
Yunding Snow Park,Yunding Snow Park official snow/mountain report,official_resort,http://www.secretgardenresorts.com,http://www.secretgardenresorts.com,2026-05-26T05:40:00Z,false,Official resort snow/mountain report page recorded/query attempted. No crawlable numeric base-depth value captured in this pass.
APPI Resort,APPI Resort official snow/conditions page,official_resort,https://www.appi.co.jp/snow-mountain-resort/,https://www.appi.co.jp/snow-mountain-resort/,2026-05-26T05:40:00Z,false,Official resort snow/conditions or ski-area page recorded/query attempted. Current numeric base-depth value was not captured in crawlable text in this pass.
Arai Mountain Resort,Arai Mountain Resort official snow/conditions page,official_resort,https://www.lottehotel.com/arai-resort/en/ski-webzine.html,https://www.lottehotel.com/arai-resort/en/ski-webzine.html,2026-05-26T05:40:00Z,false,Official resort snow/conditions or ski-area page recorded/query attempted. Current numeric base-depth value was not captured in crawlable text in this pass.
Furano Ski Resort,Furano Ski Resort official snow/conditions page,official_resort,https://www.princehotels.co.jp/ski/furano/winter/,https://www.princehotels.co.jp/ski/furano/winter/,2026-05-26T05:40:00Z,false,Official resort snow/conditions or ski-area page recorded/query attempted. Current numeric base-depth value was not captured in crawlable text in this pass.
Mt.T,Mt.T official snow/conditions page,official_resort,https://tanigawadake-joch.com/en/mt-t/,https://tanigawadake-joch.com/en/mt-t/,2026-05-26T05:40:00Z,false,Official resort snow/conditions or ski-area page recorded/query attempted. Current numeric base-depth value was not captured in crawlable text in this pass.
Myoko Suginohara Ski Resort,Myoko Suginohara Ski Resort official snow/conditions page,official_resort,https://www.princehotels.co.jp/ski/myoko/winter/,https://www.princehotels.co.jp/ski/myoko/winter/,2026-05-26T05:40:00Z,false,Official resort snow/conditions or ski-area page recorded/query attempted. Current numeric base-depth value was not captured in crawlable text in this pass.
Nekoma Mountain,Nekoma Mountain official snow/conditions page,official_resort,https://www.nekoma.co.jp/englp/,https://www.nekoma.co.jp/englp/,2026-05-26T05:40:00Z,false,Official resort snow/conditions or ski-area page recorded/query attempted. Current numeric base-depth value was not captured in crawlable text in this pass.
Rusutsu Resort,Rusutsu Resort official snow/conditions page,official_resort,https://rusutsu.com/en/ski/snow-conditions/,https://rusutsu.com/en/ski/snow-conditions/,2026-05-26T05:40:00Z,false,Official resort snow/conditions or ski-area page recorded/query attempted. Current numeric base-depth value was not captured in crawlable text in this pass.
Zao Onsen Ski Resort,Zao Onsen Ski Resort official snow/conditions page,official_resort,https://zao-spa.or.jp/english/snow/,https://zao-spa.or.jp/english/snow/,2026-05-26T05:40:00Z,false,Official resort snow/conditions or ski-area page recorded/query attempted. Current numeric base-depth value was not captured in crawlable text in this pass.
Mona Yongpyong,Mona Yongpyong official snow/conditions page,official_resort,https://www.yongpyong.co.kr/eng/skiNboard/overview.do,https://www.yongpyong.co.kr/eng/skiNboard/overview.do,2026-05-26T05:40:00Z,false,Official resort snow/conditions or ski-area page recorded/query attempted. Current numeric base-depth value was not captured in crawlable text in this pass.
Alpe Cimbra Folgaria Lavarone,Skirama official snow report,official_resort,https://www.skirama.it/en/snow-report,https://www.skirama.it/en/snow-report,2026-05-26T05:40:00Z,false,Official Skirama snow-report hub recorded for this resort. No crawlable numeric base-depth value captured for the individual resort in this pass.
Folgarida-Marilleva,Skirama official snow report,official_resort,https://www.skirama.it/en/snow-report,https://www.skirama.it/en/snow-report,2026-05-26T05:40:00Z,false,Official Skirama snow-report hub recorded for this resort. No crawlable numeric base-depth value captured for the individual resort in this pass.
Madonna di Campiglio,Skirama official snow report,official_resort,https://www.skirama.it/en/snow-report,https://www.skirama.it/en/snow-report,2026-05-26T05:40:00Z,false,Official Skirama snow-report hub recorded for this resort. No crawlable numeric base-depth value captured for the individual resort in this pass.
Monte Bondone,Skirama official snow report,official_resort,https://www.skirama.it/en/snow-report,https://www.skirama.it/en/snow-report,2026-05-26T05:40:00Z,false,Official Skirama snow-report hub recorded for this resort. No crawlable numeric base-depth value captured for the individual resort in this pass.
Paganella,Skirama official snow report,official_resort,https://www.skirama.it/en/snow-report,https://www.skirama.it/en/snow-report,2026-05-26T05:40:00Z,false,Official Skirama snow-report hub recorded for this resort. No crawlable numeric base-depth value captured for the individual resort in this pass.
Pejo,Skirama official snow report,official_resort,https://www.skirama.it/en/snow-report,https://www.skirama.it/en/snow-report,2026-05-26T05:40:00Z,false,Official Skirama snow-report hub recorded for this resort. No crawlable numeric base-depth value captured for the individual resort in this pass.
Pinzolo,Skirama official snow report,official_resort,https://www.skirama.it/en/snow-report,https://www.skirama.it/en/snow-report,2026-05-26T05:40:00Z,false,Official Skirama snow-report hub recorded for this resort. No crawlable numeric base-depth value captured for the individual resort in this pass.
Ponte di Legno-Tonale,Skirama official snow report,official_resort,https://www.skirama.it/en/snow-report,https://www.skirama.it/en/snow-report,2026-05-26T05:40:00Z,false,Official Skirama snow-report hub recorded for this resort. No crawlable numeric base-depth value captured for the individual resort in this pass.
Hintertux Glacier,Zillertal official snow report,official_resort,https://www.zillertal.at/en/tips/winter/snow-report.html,https://www.zillertal.at/en/tips/winter/snow-report.html,2026-05-26T05:40:00Z,false,Official Zillertal snow-report hub recorded for this Zillertal resort row. Current numeric base-depth value not captured in crawlable text in this pass.
Hochfügen,Zillertal official snow report,official_resort,https://www.zillertal.at/en/tips/winter/snow-report.html,https://www.zillertal.at/en/tips/winter/snow-report.html,2026-05-26T05:40:00Z,false,Official Zillertal snow-report hub recorded for this Zillertal resort row. Current numeric base-depth value not captured in crawlable text in this pass.
Hochzillertal,Zillertal official snow report,official_resort,https://www.zillertal.at/en/tips/winter/snow-report.html,https://www.zillertal.at/en/tips/winter/snow-report.html,2026-05-26T05:40:00Z,false,Official Zillertal snow-report hub recorded for this Zillertal resort row. Current numeric base-depth value not captured in crawlable text in this pass.
Mayrhofen,Zillertal official snow report,official_resort,https://www.zillertal.at/en/tips/winter/snow-report.html,https://www.zillertal.at/en/tips/winter/snow-report.html,2026-05-26T05:40:00Z,false,Official Zillertal snow-report hub recorded for this Zillertal resort row. Current numeric base-depth value not captured in crawlable text in this pass.
Spieljoch,Zillertal official snow report,official_resort,https://www.zillertal.at/en/tips/winter/snow-report.html,https://www.zillertal.at/en/tips/winter/snow-report.html,2026-05-26T05:40:00Z,false,Official Zillertal snow-report hub recorded for this Zillertal resort row. Current numeric base-depth value not captured in crawlable text in this pass.
Zillertal Arena,Zillertal official snow report,official_resort,https://www.zillertal.at/en/tips/winter/snow-report.html,https://www.zillertal.at/en/tips/winter/snow-report.html,2026-05-26T05:40:00Z,false,Official Zillertal snow-report hub recorded for this Zillertal resort row. Current numeric base-depth value not captured in crawlable text in this pass.
Lech Zürs am Arlberg,Ski Arlberg official snow report,official_resort,https://www.skiarlberg.at/en/Ski-Arlberg/Snow-report,https://www.skiarlberg.at/en/Ski-Arlberg/Snow-report,2026-05-26T05:40:00Z,false,Official Ski Arlberg snow-report hub recorded. No crawlable numeric base-depth value captured for this resort in this pass.
St. Anton am Arlberg,Ski Arlberg official snow report,official_resort,https://www.skiarlberg.at/en/Ski-Arlberg/Snow-report,https://www.skiarlberg.at/en/Ski-Arlberg/Snow-report,2026-05-26T05:40:00Z,false,Official Ski Arlberg snow-report hub recorded. No crawlable numeric base-depth value captured for this resort in this pass.
Warth-Schröcken,Ski Arlberg official snow report,official_resort,https://www.skiarlberg.at/en/Ski-Arlberg/Snow-report,https://www.skiarlberg.at/en/Ski-Arlberg/Snow-report,2026-05-26T05:40:00Z,false,Official Ski Arlberg snow-report hub recorded. No crawlable numeric base-depth value captured for this resort in this pass.
Brides-les-Bains,Les 3 Vallées official weather/snow report,official_resort,https://www.les3vallees.com/en/live/weather,https://www.les3vallees.com/en/live/weather,2026-05-26T05:40:00Z,false,Official Les 3 Vallées live weather/snow hub recorded for this resort. No stable crawlable numeric base-depth value captured for this individual resort in this pass.
Courchevel,Les 3 Vallées official weather/snow report,official_resort,https://www.les3vallees.com/en/live/weather,https://www.les3vallees.com/en/live/weather,2026-05-26T05:40:00Z,false,Official Les 3 Vallées live weather/snow hub recorded for this resort. No stable crawlable numeric base-depth value captured for this individual resort in this pass.
Les Menuires,Les 3 Vallées official weather/snow report,official_resort,https://www.les3vallees.com/en/live/weather,https://www.les3vallees.com/en/live/weather,2026-05-26T05:40:00Z,false,Official Les 3 Vallées live weather/snow hub recorded for this resort. No stable crawlable numeric base-depth value captured for this individual resort in this pass.
Méribel,Les 3 Vallées official weather/snow report,official_resort,https://www.les3vallees.com/en/live/weather,https://www.les3vallees.com/en/live/weather,2026-05-26T05:40:00Z,false,Official Les 3 Vallées live weather/snow hub recorded for this resort. No stable crawlable numeric base-depth value captured for this individual resort in this pass.
Orelle,Les 3 Vallées official weather/snow report,official_resort,https://www.les3vallees.com/en/live/weather,https://www.les3vallees.com/en/live/weather,2026-05-26T05:40:00Z,false,Official Les 3 Vallées live weather/snow hub recorded for this resort. No stable crawlable numeric base-depth value captured for this individual resort in this pass.
Saint-Martin-de-Belleville,Les 3 Vallées official weather/snow report,official_resort,https://www.les3vallees.com/en/live/weather,https://www.les3vallees.com/en/live/weather,2026-05-26T05:40:00Z,false,Official Les 3 Vallées live weather/snow hub recorded for this resort. No stable crawlable numeric base-depth value captured for this individual resort in this pass.
Val Thorens,Les 3 Vallées official weather/snow report,official_resort,https://www.les3vallees.com/en/live/weather,https://www.les3vallees.com/en/live/weather,2026-05-26T05:40:00Z,false,Official Les 3 Vallées live weather/snow hub recorded for this resort. No stable crawlable numeric base-depth value captured for this individual resort in this pass.
Nendaz,Verbier 4Vallées official snow report,official_resort,https://www.verbier4vallees.ch/en/live/snow-report,https://www.verbier4vallees.ch/en/live/snow-report,2026-05-26T05:40:00Z,false,Official 4 Vallées snow-report hub recorded for this resort. No stable crawlable numeric base-depth value captured for this individual resort in this pass.
Thyon,Verbier 4Vallées official snow report,official_resort,https://www.verbier4vallees.ch/en/live/snow-report,https://www.verbier4vallees.ch/en/live/snow-report,2026-05-26T05:40:00Z,false,Official 4 Vallées snow-report hub recorded for this resort. No stable crawlable numeric base-depth value captured for this individual resort in this pass.
Verbier,Verbier 4Vallées official snow report,official_resort,https://www.verbier4vallees.ch/en/live/snow-report,https://www.verbier4vallees.ch/en/live/snow-report,2026-05-26T05:40:00Z,false,Official 4 Vallées snow-report hub recorded for this resort. No stable crawlable numeric base-depth value captured for this individual resort in this pass.
Veysonnaz,Verbier 4Vallées official snow report,official_resort,https://www.verbier4vallees.ch/en/live/snow-report,https://www.verbier4vallees.ch/en/live/snow-report,2026-05-26T05:40:00Z,false,Official 4 Vallées snow-report hub recorded for this resort. No stable crawlable numeric base-depth value captured for this individual resort in this pass.
Cervino Ski Paradise,SkiLife official snow report,official_resort,https://www.skilife.ski/en/snow-report,https://www.skilife.ski/en/snow-report,2026-05-26T05:40:00Z,false,Official SkiLife snow-report hub recorded for this Valle d’Aosta resort. No crawlable numeric base-depth value captured for this individual resort in this pass.
Courmayeur Mont Blanc,SkiLife official snow report,official_resort,https://www.skilife.ski/en/snow-report,https://www.skilife.ski/en/snow-report,2026-05-26T05:40:00Z,false,Official SkiLife snow-report hub recorded for this Valle d’Aosta resort. No crawlable numeric base-depth value captured for this individual resort in this pass.
La Thuile - Espace San Bernardo,SkiLife official snow report,official_resort,https://www.skilife.ski/en/snow-report,https://www.skilife.ski/en/snow-report,2026-05-26T05:40:00Z,false,Official SkiLife snow-report hub recorded for this Valle d’Aosta resort. No crawlable numeric base-depth value captured for this individual resort in this pass.
Monterosa Ski,SkiLife official snow report,official_resort,https://www.skilife.ski/en/snow-report,https://www.skilife.ski/en/snow-report,2026-05-26T05:40:00Z,false,Official SkiLife snow-report hub recorded for this Valle d’Aosta resort. No crawlable numeric base-depth value captured for this individual resort in this pass.
Pila,SkiLife official snow report,official_resort,https://www.skilife.ski/en/snow-report,https://www.skilife.ski/en/snow-report,2026-05-26T05:40:00Z,false,Official SkiLife snow-report hub recorded for this Valle d’Aosta resort. No crawlable numeric base-depth value captured for this individual resort in this pass.
Chamonix Mont-Blanc Valley,Mont Blanc Natural Resort official weather/snow report,official_resort,https://www.montblancnaturalresort.com/en/weather-snow-report,https://www.montblancnaturalresort.com/en/weather-snow-report,2026-05-26T05:40:00Z,false,Official resort weather/snow-report page recorded/query attempted. No crawlable numeric base-depth value captured in this pass.
Crans-Montana,Crans-Montana official weather/snow conditions,official_resort,https://www.crans-montana.ch/en/ski/weather_snow_conditions,https://www.crans-montana.ch/en/ski/weather_snow_conditions,2026-05-26T05:40:00Z,false,Official resort weather/snow-report page recorded/query attempted. No crawlable numeric base-depth value captured in this pass.
Grandvalira Resorts Andorra,Grandvalira official weather/snow report,official_resort,https://www.grandvalira.com/en/weather-forecast-grandvalira,https://www.grandvalira.com/en/weather-forecast-grandvalira,2026-05-26T05:40:00Z,false,Official resort weather/snow-report page recorded/query attempted. No crawlable numeric base-depth value captured in this pass.
Ischgl,Ischgl official snow report,official_resort,https://www.ischgl.com/en/Active/Active-Winter/Snow-report,https://www.ischgl.com/en/Active/Active-Winter/Snow-report,2026-05-26T05:40:00Z,false,Official resort weather/snow-report page recorded/query attempted. No crawlable numeric base-depth value captured in this pass.
Kitzbühel,KitzSki official snow report,official_resort,https://www.kitzski.at/en/current-info/kitzski-snow-report.html,https://www.kitzski.at/en/current-info/kitzski-snow-report.html,2026-05-26T05:40:00Z,false,Official resort weather/snow-report page recorded/query attempted. No crawlable numeric base-depth value captured in this pass.
Kitzsteinhorn,Kitzsteinhorn official weather/snow report,official_resort,https://www.kitzsteinhorn.at/en/service/weather-snow,https://www.kitzsteinhorn.at/en/service/weather-snow,2026-05-26T05:40:00Z,false,Official resort weather/snow-report page recorded/query attempted. No crawlable numeric base-depth value captured in this pass.
Megève Ski Area,Megève official weather/snow report,official_resort,https://www.megeve-tourisme.fr/en/ski-area/weather-snow-report/,https://www.megeve-tourisme.fr/en/ski-area/weather-snow-report/,2026-05-26T05:40:00Z,false,Official resort weather/snow-report page recorded/query attempted. No crawlable numeric base-depth value captured in this pass.
Rio Pusteria – Bressanone,Gitschberg Jochtal official snow report,official_resort,https://www.gitschberg-jochtal.com/en/ski-area/snow-report.html,https://www.gitschberg-jochtal.com/en/ski-area/snow-report.html,2026-05-26T05:40:00Z,false,Official resort weather/snow-report page recorded/query attempted. No crawlable numeric base-depth value captured in this pass.
San Martino di Castrozza/Rolle Pass,San Martino official snow report,official_resort,https://www.sanmartino.com/EN/snow-report/,https://www.sanmartino.com/EN/snow-report/,2026-05-26T05:40:00Z,false,Official resort weather/snow-report page recorded/query attempted. No crawlable numeric base-depth value captured in this pass.
Silvretta Montafon,Silvretta Montafon official snow report,official_resort,https://www.silvretta-montafon.at/en/snow-report,https://www.silvretta-montafon.at/en/snow-report,2026-05-26T05:40:00Z,false,Official resort weather/snow-report page recorded/query attempted. No crawlable numeric base-depth value captured in this pass.
Skicircus Saalbach Hinterglemm Leogang Fieberbrunn,Skicircus official snow report,official_resort,https://www.saalbach.com/en/winter/ski-resort/snow-report,https://www.saalbach.com/en/winter/ski-resort/snow-report,2026-05-26T05:40:00Z,false,Official resort weather/snow-report page recorded/query attempted. No crawlable numeric base-depth value captured in this pass.
St. Moritz,Engadin St. Moritz Mountains official weather/snow report,official_resort,https://www.mountains.ch/en/weather-and-snow-report/,https://www.mountains.ch/en/weather-and-snow-report/,2026-05-26T05:40:00Z,false,Official resort weather/snow-report page recorded/query attempted. No crawlable numeric base-depth value captured in this pass.
Sölden,Sölden official snow report,official_resort,https://www.soelden.com/winter/ski-area/snow-report.html,https://www.soelden.com/winter/ski-area/snow-report.html,2026-05-26T05:40:00Z,false,Official resort weather/snow-report page recorded/query attempted. No crawlable numeric base-depth value captured in this pass.
Valle Nevado,Valle Nevado official mountain report,official_resort,https://www.vallenevado.com/en/mountain-report/,https://www.vallenevado.com/en/mountain-report/,2026-05-26T05:40:00Z,false,Official resort weather/snow-report page recorded/query attempted. No crawlable numeric base-depth value captured in this pass.
Zermatt Matterhorn,Matterhorn Paradise official weather/snow report,official_resort,https://www.matterhornparadise.ch/en/Experience/Weather-Snow-report,https://www.matterhornparadise.ch/en/Experience/Weather-Snow-report,2026-05-26T05:40:00Z,false,Official resort weather/snow-report page recorded/query attempted. No crawlable numeric base-depth value captured in this pass.
Cypress Mountain,Cypress Mountain official downhill conditions,official_resort,https://www.cypressmountain.com/downhill-conditions-and-cams,https://www.cypressmountain.com/downhill-conditions-and-cams,2026-05-26T05:55:00Z,false,Official Cypress Mountain downhill conditions/cams page recorded/query attempted. No crawlable numeric current base-depth value captured in this pass.
Andermatt-Sedrun-Disentis,Andermatt-Sedrun-Disentis official snow report,official_resort,https://www.andermatt-sedrun-disentis.ch/en/stories/snow-report,https://www.andermatt-sedrun-disentis.ch/en/stories/snow-report,2026-05-26T05:55:00Z,false,Official Andermatt-Sedrun-Disentis snow-report page recorded/query attempted. No crawlable numeric current base-depth value captured in this pass.
Summit Central / Summit West / Summit East,Summit at Snoqualmie official mountain report,official_resort,https://www.summitatsnoqualmie.com/conditions,https://www.summitatsnoqualmie.com/conditions,2026-05-26T05:55:00Z,false,Official Summit at Snoqualmie conditions/mountain-report page recorded for Summit Central/West/East. No crawlable numeric current base-depth value captured for this grouped resort row in this pass.
Sunday River,Sunday River official printed mountain report,official_resort,https://mtnpowder.com/feed/printreport/sundayriver,https://mtnpowder.com/feed/printreport/sundayriver,2026-05-26T03:50:01Z,true,"Official current printed mountain report exposed 20 in snow depth, 0 in new snow, 0 trails open, and last update Monday May 25, 2026 5:30 AM."
Park City Mountain,Ski Utah Park City snow report,aggregator,https://www.skiutah.com/members/parkcity/snowreport,https://www.skiutah.com/members/parkcity/snowreport,2026-05-26T03:50:01Z,true,"Ski Utah member snow report exposed a current Park City row with 0 in base, 0 in 24-hour snow, and latest update May 26, 2026 7:00 AM; preferred over stale Skiresort.info search result."
